respid,eastwest,german,sex,age,agec,dg10,dg03,educ,isced97,iscd11,work,isco08,siops08,isei08,dw15,dw16,dw19c,dw03,mstat,dp01,di01a,di02a,incc,di01b,di02b,di05,di06,hhincc,dh01,dh11,aq01,gs01,gd01,gd02,dg13,dg08,dg09,dg11,ls01,id02,id01,im01,im17,im18,im19,im20,im21,iw04,pd11,pi07,pi01,pi02,lp03,lp04,lp05,lp06,hs01,hs04,hs05,hs06,hs07,hs09,land,bik,gkpol
3978,1,1,1,86,5,16,2,2,3,3,4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1976,45,6,2,NA,2,10,2,3,NA,1,1,1,1,1,1,1,NA,NA,NA,2,1,1,1,3,NA,NA,NA,NA,NA,80,8,5
3979,2,1,2,76,5,16,1,5,6,8,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,19,19,NA,23,NA,23,23,1,1,6,3,2010,11,1,NA,2,2,7,3,3,NA,2,2,3,2,3,1,1,NA,1,2,2,2,1,1,3,NA,NA,NA,NA,NA,130,4,4
3980,2,1,1,69,4,15,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,13,13,NA,NA,NA,13,13,2,NA,7,4,NA,NA,NA,NA,NA,NA,6,2,2,2,2,4,3,3,1,1,2,NA,1,2,1,1,1,2,4,3,5,2,4,4,140,NA,NA
3981,2,3,2,29,1,95,NA,NA,5,7,1,2211,78.01,88.7,45,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2019,2,NA,NA,1,2,7,3,3,NA,3,2,3,2,3,1,1,NA,2,NA,2,2,2,1,1,NA,NA,NA,NA,NA,160,5,3
3982,1,1,1,40,2,8,4,3,3,3,1,7115,36.76,26.62,40,1,NA,NA,1,NA,NA,14,14,NA,16,NA,16,16,1,3,7,4,2006,15,1,2,NA,2,8,2,2,1,4,3,2,2,2,2,1,2,1,2,1,2,1,1,3,3,4,1,2,5,30,3,3
3983,2,1,1,39,2,17,1,3,3,3,1,4110,42.09,43.33,37.5,1,5,NA,5,1,1200,NA,10,2300,NA,2300,NA,16,1,3,4,3,9000,39,NA,NA,1,2,6,2,2,2,2,3,3,NA,NA,NA,NA,2,1,3,1,2,1,1,3,2,3,3,3,4,160,NA,5
3984,1,1,2,76,5,6,4,5,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,5,5,NA,14,NA,14,14,1,3,7,2,1972,49,4,1,NA,1,8,4,3,NA,2,3,4,4,4,1,2,NA,1,NA,1,2,2,1,2,NA,NA,NA,NA,NA,100,8,6
3985,1,1,2,26,1,1,4,5,5,6,4,NA,NA,NA,NA,NA,NA,3,5,2,NA,NA,NA,NA,8,NA,8,8,1,1,7,4,NA,NA,NA,NA,NA,NA,7,3,3,2,2,1,3,4,3,1,2,2,1,3,1,1,1,1,3,3,2,3,4,3,80,9,3
3986,1,1,2,53,3,8,4,4,4,4,1,2622,54,70.4,39.5,1,NA,NA,4,2,NA,15,15,NA,15,NA,15,15,1,2,1,1,NA,NA,NA,NA,NA,NA,4,3,3,1,2,3,2,2,3,2,2,1,1,2,1,2,1,1,1,3,2,4,2,2,50,10,7
3987,1,1,2,79,5,2,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,3,2011,10,6,2,NA,2,9,4,1,1,1,2,1,2,3,1,3,2,1,3,1,1,1,1,2,5,5,2,2,5,50,8,6
3988,2,1,1,37,2,16,1,3,5,5,1,NA,NA,NA,42,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1984,37,NA,NA,2,2,4,3,2,NA,3,3,3,3,4,3,2,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,150,8,6
3989,1,1,2,62,4,2,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,9,9,NA,22,NA,22,22,1,1,6,4,NA,NA,NA,NA,NA,NA,7,3,2,2,3,3,3,NA,4,1,2,1,1,2,1,1,1,1,3,3,4,2,3,3,90,9,2
3990,1,2,2,38,2,18,NA,4,5,5,2,8219,39.34,24.68,22,2,NA,NA,1,NA,1000,NA,9,4000,NA,4000,NA,21,1,3,7,3,2009,12,1,1,NA,2,8,2,3,NA,2,3,4,3,4,2,2,NA,1,2,1,2,1,1,3,NA,NA,NA,NA,NA,60,7,3
3991,1,2,2,30,2,1,4,5,5,7,1,2359,68,66.42,41,1,NA,NA,5,1,NA,15,15,NA,NA,NA,NA,NA,1,2,4,1,2014,7,3,2,NA,1,8,4,3,2,3,2,3,3,2,2,1,2,1,2,2,2,2,2,1,3,4,3,3,4,60,10,7
3992,2,1,1,45,3,12,1,5,5,7,1,NA,NA,NA,44,1,2,NA,4,1,4000,NA,21,7500,NA,7500,NA,25,1,3,6,1,NA,NA,NA,NA,NA,NA,8,4,3,1,3,3,2,2,3,2,1,2,1,3,1,2,1,1,2,3,4,2,2,4,140,10,7
3993,1,1,1,58,3,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,18,NA,18,18,1,1,4,4,1996,25,2,2,NA,2,9,3,3,NA,1,4,1,2,1,1,1,NA,1,3,1,2,1,1,4,NA,NA,NA,NA,NA,50,9,4
3994,2,1,1,25,1,16,1,5,4,4,1,7421,44.15,43.76,38,1,NA,NA,NA,1,NA,18,18,NA,20,NA,20,20,1,2,4,4,NA,NA,NA,NA,NA,NA,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,4,5,2,2,5,150,4,3
3995,1,1,2,58,3,2,4,3,3,3,2,5312,50,24.98,10,1,NA,NA,1,NA,NA,4,4,NA,NA,NA,NA,NA,1,2,5,1,9000,58,NA,1,NA,1,8,3,3,2,2,3,2,3,3,2,1,1,1,2,1,2,1,1,3,3,4,2,3,4,90,10,7
3996,1,3,1,45,3,95,NA,5,5,5,1,7412,38,36.92,46,1,5,NA,1,NA,2300,NA,16,3800,NA,3800,NA,20,1,3,4,2,2017,4,5,1,NA,1,7,4,4,1,1,3,3,3,3,1,1,1,1,2,1,1,2,1,2,2,3,2,3,4,111,10,7
3997,1,1,2,35,2,1,4,2,2,2,4,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,2600,NA,2600,NA,17,1,4,3,3,NA,NA,NA,NA,NA,NA,5,NA,2,NA,3,2,NA,NA,NA,2,1,2,2,NA,NA,1,NA,NA,3,3,2,3,3,3,80,10,6
3998,1,1,2,78,5,6,4,5,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,15,15,NA,23,NA,23,23,1,1,7,3,1965,56,2,2,NA,2,9,3,3,NA,1,2,3,3,3,2,1,NA,1,2,1,2,1,2,3,NA,NA,NA,NA,NA,60,4,3
3999,1,1,1,49,3,8,4,5,5,7,1,5412,40.89,51.5,41,1,NA,NA,1,NA,NA,21,21,NA,23,NA,23,23,1,3,7,3,2002,19,1,2,NA,2,3,4,3,2,2,3,3,3,2,1,1,2,2,NA,1,2,1,2,2,2,2,3,3,3,50,7,3
4000,1,1,2,54,3,2,4,2,3,3,2,9112,20,14.21,26,1,NA,NA,1,NA,NA,8,8,NA,19,NA,19,19,1,1,7,2,1998,23,1,2,NA,2,6,2,3,NA,2,2,4,3,3,2,2,NA,1,2,2,1,2,1,3,NA,NA,NA,NA,NA,90,7,3
4001,1,1,2,81,5,2,4,3,3,3,4,NA,NA,NA,NA,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,1,1960,61,NA,2,NA,2,NA,4,2,NA,1,4,2,1,3,2,3,NA,1,1,2,1,1,1,3,NA,NA,NA,NA,NA,50,10,7
4002,1,1,1,58,3,8,4,3,5,5,1,6130,43.53,17.79,60,NA,NA,NA,1,NA,NA,14,14,NA,17,NA,17,17,1,1,7,4,NA,NA,NA,NA,NA,NA,8,3,3,1,3,4,3,2,2,2,2,1,1,2,1,1,1,2,3,2,3,3,3,5,50,4,4
4003,1,2,2,61,4,7,4,3,2,2,4,NA,NA,NA,NA,NA,NA,6,5,2,NA,14,14,NA,14,NA,14,14,1,1,4,1,NA,NA,NA,NA,NA,NA,8,3,2,2,2,2,4,4,4,1,2,2,1,3,1,2,1,1,2,4,3,2,3,5,30,10,7
4004,1,1,2,38,2,8,4,5,4,4,2,3154,59,69.24,30.5,1,NA,NA,1,NA,12500,NA,26,12500,NA,12500,NA,26,1,2,6,3,2006,15,2,1,NA,1,7,4,4,NA,3,2,3,2,3,2,1,NA,1,3,1,2,2,2,3,NA,NA,NA,NA,NA,50,10,6
4005,1,1,1,61,4,1,4,3,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,7,7,NA,23,NA,23,23,1,1,7,5,NA,NA,NA,NA,NA,NA,3,1,1,2,3,1,NA,4,4,1,3,1,1,2,1,1,1,1,3,2,3,3,4,3,90,1,1
4006,2,1,2,72,4,15,1,2,2,2,4,NA,NA,NA,NA,NA,NA,2,4,2,NA,8,8,NA,NA,NA,8,8,2,NA,7,4,NA,NA,NA,NA,NA,NA,8,1,NA,NA,2,2,4,3,3,2,2,2,2,NA,1,NA,NA,NA,4,5,5,2,2,2,130,3,1
4007,1,2,2,22,1,1,4,5,3,3,3,NA,NA,NA,NA,NA,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,3,2,3,3,1,2,2,2,NA,1,2,1,1,2,3,4,2,3,5,80,10,4
4008,1,1,1,54,3,8,4,5,5,7,1,2411,58.45,76.65,50,1,NA,NA,4,1,5100,NA,23,NA,NA,5100,NA,23,2,NA,4,1,2000,21,2,2,NA,1,8,4,3,NA,4,4,2,2,2,3,1,NA,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,50,8,6
4009,2,1,1,75,5,17,1,5,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,1400,NA,12,2400,NA,2400,NA,16,1,1,5,3,2000,21,1,NA,1,2,8,3,2,NA,2,2,4,2,3,1,2,NA,1,3,1,2,1,2,2,NA,NA,NA,NA,NA,160,8,6
4010,1,1,1,49,3,95,NA,5,5,7,1,2522,51,75.13,42,1,NA,NA,1,NA,4200,NA,21,5000,NA,5000,NA,23,1,4,7,4,2000,21,1,2,NA,NA,7,3,3,NA,3,3,3,2,3,2,2,NA,2,NA,1,2,1,2,3,NA,NA,NA,NA,NA,60,10,3
4011,1,1,2,32,2,8,4,3,5,5,1,2522,51,75.13,43,1,NA,NA,1,NA,NA,16,16,NA,22,NA,22,22,1,1,6,3,NA,NA,NA,NA,NA,NA,9,3,3,1,3,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,3,4,3,4,50,6,5
4012,2,1,1,37,2,15,1,3,3,3,1,3214,60,54.92,40,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,4,9000,37,NA,NA,2,2,7,2,2,NA,3,3,3,2,3,2,2,NA,1,1,1,2,1,2,2,NA,NA,NA,NA,NA,140,NA,NA
4013,1,1,2,37,2,8,4,4,5,7,1,3141,52,54.86,40,1,4,NA,1,NA,NA,16,16,NA,NA,NA,NA,NA,1,3,5,3,NA,NA,NA,NA,NA,NA,5,3,2,1,2,1,1,3,3,1,1,1,1,2,NA,2,1,2,2,4,5,2,2,5,50,10,4
4014,1,1,1,63,4,1,4,4,5,7,1,3322,47,57.03,35,NA,NA,NA,5,2,3000,NA,19,7000,NA,7000,NA,24,1,2,7,4,2017,4,6,2,NA,2,10,4,4,NA,2,2,3,3,3,2,1,NA,1,3,1,2,2,2,2,NA,NA,NA,NA,NA,80,4,3
4015,1,1,1,62,4,8,4,3,5,5,1,NA,NA,NA,35,1,NA,NA,1,NA,NA,19,19,NA,21,NA,21,21,1,1,7,4,9000,62,NA,2,NA,2,8,3,3,NA,3,3,3,3,3,2,2,NA,1,3,1,2,1,1,2,NA,NA,NA,NA,NA,50,7,3
4016,1,1,2,56,3,8,4,3,3,3,1,5244,26,38.88,45,1,NA,NA,1,NA,NA,14,14,NA,17,NA,17,17,1,2,7,3,2008,13,1,2,NA,1,8,3,2,NA,2,2,2,2,3,1,2,NA,1,3,1,1,1,1,3,NA,NA,NA,NA,NA,50,4,4
4017,1,1,1,23,1,6,4,3,3,3,1,3315,48.97,57.68,40,3,3,NA,5,2,1650,NA,13,2500,NA,2500,NA,17,1,1,6,2,2012,9,5,1,NA,2,3,2,2,NA,2,2,4,3,4,2,2,NA,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,10,9,4
4018,1,1,2,60,4,1,4,2,5,5,1,1349,75,65.01,40.5,1,6,NA,5,2,NA,13,13,NA,NA,NA,13,13,2,NA,4,3,1961,60,2,2,NA,2,8,3,2,1,2,2,3,3,3,2,1,1,1,3,1,1,1,1,3,2,4,2,2,5,80,4,4
4019,2,1,1,61,4,16,1,3,3,3,4,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,3,NA,NA,1,NA,2,2,5,2,2,NA,3,3,3,2,4,2,2,NA,1,3,1,2,2,2,4,NA,NA,NA,NA,NA,150,3,3
4020,1,1,1,26,1,8,4,5,5,6,3,NA,NA,NA,NA,NA,NA,1,5,2,NA,12,12,NA,NA,NA,NA,NA,1,1,4,1,2017,4,2,1,NA,1,8,4,3,NA,2,2,2,3,3,1,1,NA,1,3,1,2,1,1,1,NA,NA,NA,NA,NA,50,10,6
4021,1,1,1,64,4,2,4,2,3,3,1,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,2,4,2,NA,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,90,3,3
4022,2,1,1,61,4,15,1,3,5,5,1,3123,45.94,37.83,43,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,NA,NA,NA,NA,NA,NA,4,2,2,2,2,4,3,4,4,1,3,1,1,2,1,2,1,1,3,2,3,2,2,4,140,9,3
4023,1,1,2,29,1,9,4,5,5,7,1,3359,54.64,64.4,42,1,2,NA,5,1,NA,17,17,NA,NA,NA,17,17,2,NA,4,1,2015,6,6,NA,NA,1,8,3,3,2,3,3,4,3,4,1,2,2,1,3,2,2,2,2,1,2,3,3,4,4,111,10,7
4024,1,1,1,59,3,2,4,2,2,2,1,7222,39.96,33.16,39.5,3,NA,NA,1,NA,NA,19,19,NA,NA,NA,NA,NA,1,2,6,2,2007,14,1,2,NA,2,9,2,2,NA,3,4,2,2,4,2,2,NA,2,NA,1,1,1,2,3,NA,NA,NA,NA,NA,90,10,4
4025,2,1,1,69,4,15,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,8,8,NA,15,NA,15,15,1,1,3,1,9000,69,NA,NA,2,2,8,3,3,NA,4,4,2,1,2,2,1,NA,1,2,1,2,1,1,2,NA,NA,NA,NA,NA,140,10,7
4026,2,1,1,37,2,16,1,3,3,3,1,7233,42.17,31.72,40,1,NA,NA,5,1,NA,14,14,NA,19,NA,19,19,1,1,3,1,NA,NA,NA,NA,NA,NA,7,2,2,1,3,2,4,4,3,2,2,1,1,1,1,2,1,2,2,2,4,2,3,5,150,8,6
4027,1,1,2,65,4,1,4,3,3,3,4,NA,NA,NA,NA,NA,NA,2,5,2,NA,13,13,NA,NA,NA,13,13,2,NA,7,3,9000,65,NA,2,NA,2,8,2,3,1,3,3,1,1,2,2,1,1,1,2,1,2,2,1,3,5,4,2,3,3,80,10,4
4028,2,1,2,81,5,12,1,2,3,3,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,10,10,NA,NA,NA,10,10,2,NA,7,5,1968,53,3,NA,2,2,7,3,2,NA,1,1,2,2,3,1,1,NA,2,NA,2,1,1,1,4,NA,NA,NA,NA,NA,120,5,2
4029,1,1,2,52,3,6,4,5,5,7,2,2635,53.89,70.5,30,1,NA,NA,5,1,NA,15,15,NA,15,NA,15,15,1,1,6,2,1995,26,5,1,NA,2,8,3,3,2,3,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,4,2,2,4,50,8,6
4030,2,1,2,57,3,15,1,3,3,3,1,4120,50.87,44.94,41,2,NA,NA,4,1,NA,13,13,NA,18,NA,18,18,1,1,4,2,NA,NA,NA,NA,NA,NA,8,2,2,2,2,3,3,3,3,2,2,1,2,NA,1,NA,1,2,2,3,3,3,3,4,140,10,7
4031,1,3,1,74,4,95,NA,3,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,1996,25,6,1,NA,2,6,1,2,1,2,4,2,1,1,1,1,1,1,3,2,2,2,1,3,2,3,3,3,3,90,10,6
4032,2,1,1,52,3,15,1,3,3,3,1,7422,35,36.92,40,1,NA,NA,5,2,NA,11,11,NA,NA,NA,11,11,2,NA,4,3,1996,25,1,NA,2,2,3,2,4,NA,2,1,3,3,3,1,2,NA,1,3,1,2,2,1,3,NA,NA,NA,NA,NA,140,5,3
4033,1,1,1,56,3,7,4,3,3,3,1,4312,34,57.38,29.5,NA,NA,NA,1,NA,NA,26,26,NA,26,NA,26,26,1,1,7,5,NA,NA,NA,NA,NA,NA,10,4,NA,1,3,4,4,4,4,3,2,1,1,3,1,1,1,1,2,5,5,1,2,5,30,3,3
4034,2,1,1,19,1,15,1,5,3,3,3,NA,NA,NA,NA,NA,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,2,NA,NA,NA,NA,NA,NA,7,4,3,2,2,4,4,3,3,2,2,1,2,NA,1,2,1,1,2,5,3,2,3,4,140,10,7
4035,1,1,1,42,2,8,4,5,5,7,1,3513,53,62.45,40,1,NA,NA,1,NA,3400,NA,19,3800,NA,3800,NA,20,1,3,6,4,2018,3,1,1,NA,1,8,4,3,NA,4,2,3,2,3,2,1,NA,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,50,4,4
4036,1,1,1,43,2,8,4,5,5,7,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,23,23,NA,24,NA,24,24,1,4,7,1,2014,7,5,1,NA,1,9,5,3,NA,4,2,2,3,3,2,1,NA,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,50,8,6
4037,1,1,1,72,4,2,4,2,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,14,14,NA,16,NA,16,16,1,1,7,4,NA,NA,NA,NA,NA,NA,7,2,3,1,3,2,4,4,3,2,1,2,1,3,1,2,2,1,3,3,4,2,2,5,90,9,2
4038,1,1,2,51,3,8,4,5,5,7,2,5322,29,21.64,30,1,NA,NA,1,NA,NA,13,13,NA,NA,NA,NA,NA,1,1,4,2,NA,NA,NA,NA,NA,NA,10,3,3,2,2,NA,3,3,3,1,1,1,2,NA,2,2,2,2,2,4,4,2,2,5,50,8,6
4039,2,1,1,69,4,12,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,2,1,NA,5,5,NA,NA,NA,5,5,2,NA,4,3,1965,56,5,NA,2,2,7,2,2,1,2,3,4,4,3,1,1,1,1,2,1,2,1,1,3,4,2,2,4,4,120,4,4
4040,1,1,2,44,2,8,4,3,3,3,1,8331,32,26.85,39.5,1,NA,NA,6,NA,NA,15,15,NA,19,NA,19,19,1,3,5,3,2015,6,2,1,NA,1,6,3,2,NA,1,3,1,1,3,1,2,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,50,6,5
4041,2,1,1,37,2,14,1,3,3,3,1,8332,33,25.95,60.8,2,NA,NA,1,NA,NA,14,14,NA,20,NA,20,20,1,3,7,4,2016,5,2,NA,2,1,7,2,1,2,3,2,4,4,3,1,3,2,1,1,1,1,1,1,2,2,4,3,1,5,130,7,1
4042,1,1,2,21,1,8,4,5,3,3,3,NA,NA,NA,NA,NA,NA,1,5,1,NA,4,4,NA,NA,NA,NA,NA,1,4,5,3,2019,2,1,1,NA,1,8,3,3,NA,1,2,3,4,4,1,1,NA,1,2,2,1,1,1,2,NA,NA,NA,NA,NA,50,4,4
4043,1,1,2,83,5,3,4,2,2,2,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,8,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,3,3,NA,4,40,10,7
4044,1,1,2,26,1,6,4,5,5,6,3,NA,NA,NA,NA,NA,NA,1,5,1,NA,9,9,NA,23,NA,23,23,1,2,5,1,2020,1,6,1,NA,1,8,4,4,2,2,2,4,4,4,1,1,2,1,3,2,1,1,1,1,2,3,4,4,3,90,10,7
4045,2,1,1,24,1,16,1,5,5,6,3,NA,NA,NA,NA,NA,NA,1,5,1,800,NA,7,NA,NA,800,NA,7,2,NA,4,1,2013,8,3,NA,2,2,8,4,4,2,1,3,3,4,3,1,3,2,1,3,1,2,2,1,2,3,4,3,2,4,150,8,6
4046,1,1,2,36,2,7,4,5,5,7,1,2341,57,76.49,40,1,NA,NA,1,NA,3000,NA,19,5000,NA,5000,NA,23,1,2,7,4,2017,4,1,2,NA,2,10,4,3,1,3,3,3,3,3,1,1,2,2,NA,2,2,1,2,1,3,4,2,2,5,50,9,5
4047,1,1,1,NA,NA,7,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,11,11,NA,NA,NA,11,11,2,NA,1,1,1996,25,1,2,NA,NA,1,2,2,NA,3,2,3,3,4,2,1,NA,1,2,NA,NA,1,2,5,NA,NA,NA,NA,NA,30,10,7
4048,2,1,1,45,3,15,1,5,5,7,1,3322,47,57.03,40,1,NA,NA,1,NA,2400,NA,16,4500,NA,4500,NA,22,1,3,7,3,2013,8,1,NA,1,1,8,3,3,1,2,2,3,4,3,2,2,1,1,2,1,2,2,1,2,3,4,2,3,5,150,7,5
4049,1,1,2,62,4,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,12,12,NA,NA,NA,12,12,2,NA,7,4,9000,62,NA,2,NA,2,5,3,2,NA,3,2,3,3,3,1,2,NA,1,2,2,2,2,2,3,NA,NA,NA,NA,NA,50,3,3
4050,2,1,2,34,2,12,1,5,4,4,1,4110,42.09,43.33,39.5,1,5,NA,5,1,2050,NA,15,9300,NA,9300,NA,25,1,4,7,2,NA,NA,NA,NA,NA,NA,8,3,4,2,2,1,4,3,3,2,1,2,1,3,1,1,1,1,2,3,3,4,3,4,112,10,7
4051,1,1,1,42,2,8,4,5,6,8,1,1120,64.51,70.34,60,3,2,NA,1,NA,7000,NA,24,10000,NA,10000,NA,26,1,3,7,2,1991,30,1,2,NA,1,8,4,3,NA,3,3,1,2,2,1,1,NA,1,2,1,2,1,2,1,NA,NA,NA,NA,NA,50,10,7
4052,2,1,1,61,4,15,1,3,2,2,1,8189,25,24.16,40,2,6,NA,4,1,NA,11,11,NA,17,NA,17,17,1,1,4,3,NA,NA,NA,NA,NA,NA,5,2,1,2,2,1,2,2,3,1,3,1,1,2,1,1,1,1,4,2,2,3,3,4,140,5,2
4053,2,1,2,64,4,17,1,3,5,5,2,9412,22,16.5,25,2,NA,NA,1,NA,NA,6,6,NA,10,NA,10,10,1,1,7,3,NA,NA,NA,NA,NA,NA,8,3,2,NA,2,2,3,3,3,2,2,2,1,3,1,2,2,1,3,4,4,2,3,5,160,5,3
4054,1,1,2,45,3,17,2,3,5,7,1,5412,40.89,51.5,42.5,1,NA,NA,5,2,NA,19,19,NA,NA,NA,19,19,2,NA,4,2,NA,NA,NA,NA,NA,NA,9,3,3,2,3,3,4,4,4,3,1,1,1,2,2,2,2,2,1,4,4,2,2,3,90,10,7
4055,1,1,2,23,1,1,4,4,3,3,2,4321,30.28,32.5,21,1,5,NA,5,2,NA,11,11,NA,NA,NA,11,11,2,NA,7,4,9000,23,NA,1,NA,1,8,3,3,2,3,2,3,4,4,1,2,2,1,3,1,2,1,1,2,2,2,3,5,4,80,7,3
4056,1,1,1,48,3,8,4,3,3,3,4,NA,NA,NA,NA,NA,NA,6,5,2,NA,4,4,NA,NA,NA,4,4,2,NA,6,2,NA,NA,NA,NA,NA,NA,5,NA,NA,2,4,2,4,4,4,2,1,2,1,3,2,1,1,1,5,4,3,3,4,4,50,10,4
4057,1,1,2,69,4,2,4,5,4,4,4,NA,NA,NA,NA,NA,NA,2,4,1,NA,22,22,NA,NA,NA,NA,NA,1,1,7,3,9000,69,NA,1,NA,1,7,3,3,1,3,2,3,3,NA,2,1,2,1,2,2,2,2,2,2,3,3,2,2,3,90,7,4
4058,2,1,1,33,2,16,1,3,3,3,1,8342,32,24.45,40,3,4,NA,1,NA,NA,14,14,NA,14,NA,14,14,1,4,7,4,1990,31,5,NA,2,2,3,2,3,NA,2,1,2,3,4,1,2,NA,1,2,1,1,1,1,3,NA,NA,NA,NA,NA,150,4,1
4059,1,1,2,52,3,1,4,3,3,3,1,1120,64.51,70.34,60,NA,NA,NA,1,NA,NA,23,23,NA,25,NA,25,25,1,4,7,3,9000,52,NA,2,NA,1,9,3,3,NA,3,4,3,3,2,3,1,NA,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,80,3,3
4060,2,1,1,38,2,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,3,3,3,4,1,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,160,NA,5
4061,1,1,1,61,4,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,14,14,NA,NA,NA,NA,NA,1,1,5,2,NA,NA,NA,NA,NA,NA,8,3,NA,1,2,2,2,1,2,1,1,2,2,NA,1,1,1,1,2,4,4,2,2,1,50,10,7
4062,1,1,1,34,2,1,4,5,5,7,1,3323,48.86,56.35,44,3,NA,NA,1,NA,6500,NA,24,9500,NA,9500,NA,25,1,2,7,4,2019,2,1,2,NA,1,8,4,3,1,3,3,2,2,3,1,1,2,1,2,1,2,2,2,1,3,4,3,2,5,80,5,2
4063,1,3,2,54,3,8,4,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8,8,NA,NA,NA,8,8,2,NA,1,1,2013,8,5,2,NA,2,8,2,4,NA,2,2,2,3,1,1,1,NA,1,2,1,2,1,1,4,NA,NA,NA,NA,NA,50,8,6
4064,2,1,2,57,3,17,1,3,5,6,1,3359,54.64,64.4,40,3,NA,NA,4,1,NA,15,15,NA,NA,NA,15,15,2,NA,4,3,1988,33,5,NA,1,2,7,3,2,NA,3,3,3,3,4,1,1,NA,1,2,1,2,1,1,3,NA,NA,NA,NA,NA,120,9,4
4065,1,1,1,48,3,8,4,5,5,5,1,3122,45.94,40.54,68,NA,NA,NA,1,NA,NA,17,17,NA,21,NA,21,21,1,2,7,4,2012,9,2,2,NA,2,7,3,4,NA,3,2,4,2,3,1,2,NA,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,30,3,3
4066,2,1,2,55,3,15,1,4,5,7,2,2141,54,79.05,36,1,NA,NA,1,NA,NA,18,18,NA,23,NA,23,23,1,3,7,2,1987,34,2,NA,1,1,7,3,4,2,3,3,3,3,2,3,2,1,1,2,1,2,1,2,1,2,3,3,3,4,140,10,7
4067,1,3,2,51,3,95,NA,1,1,1,4,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,2,NA,1,1,2,1,1,1,3,NA,1,1,1,2,3,2,3,3,3,50,8,6
